alg,benchmark,constant,numruns,instance,evals_to_tol_0,evals_to_tol_1,evals_to_tol_2,evals_to_tol_3,evals_to_tol_4,evals_to_tol_5,evals_to_tol_6,evals_to_tol_7,evals_to_tol_8,evals_to_tol_9
ftg,nguyen4,koza-erc,100,34,97,168,337,378,461,461,510,510,510,510
ftg,nguyen4,koza-erc,100,18,48,83,83,83,103,212,212,564,564,1000000000
ftg,nguyen4,koza-erc,100,94,117,193,223,362,362,362,466,466,65773,65773
ftg,nguyen4,koza-erc,100,2,47,62,203,335,518,561,561,561,561,561
ftg,nguyen4,koza-erc,100,10,30,140,166,724,724,724,724,724,724,724
ftg,nguyen6,koza-erc,100,42,19,60,78,408,449,449,1193,1193,1193,1193
ftg,nguyen6,koza-erc,100,53,191,191,191,191,286,516,516,516,516,516
ftg,nguyen6,koza-erc,100,54,11,45,200,200,200,237,342,475,599,599
ftg,nguyen6,koza-erc,100,5,59,59,59,306,425,425,474,548,548,548
ftg,nguyen6,koza-erc,100,17,11,77,147,200,234,234,386,746,1010,1010
ftg,nguyen6,koza-erc,100,74,19,96,166,166,295,497,497,497,578,578
ftg,nguyen6,koza-erc,100,36,157,157,157,386,386,386,436,542,542,542
ftg,nguyen6,koza-erc,100,16,19,30,95,95,192,231,301,357,849,849
ftg,nguyen6,koza-erc,100,49,60,60,121,121,144,305,697,697,1585,1585
ftg,nguyen6,koza-erc,100,60,10,77,232,335,372,414,559,559,799,799
ftg,nguyen6,koza-erc,100,24,43,124,203,466,552,552,552,552,552,552
ftg,nguyen6,koza-erc,100,80,43,59,77,162,219,293,462,563,563,563
ftg,nguyen6,koza-erc,100,9,46,97,261,332,462,506,506,506,506,506
ftg,nguyen6,koza-erc,100,44,19,45,170,198,415,503,503,503,503,503
ftg,nguyen6,koza-erc,100,91,30,75,141,141,166,223,302,338,421,1000000000
ftg,nguyen6,koza-erc,100,23,10,33,102,102,236,354,443,443,1614,1000000000
ftg,nguyen6,koza-erc,100,13,31,78,97,171,264,508,559,559,559,559
ftg,nguyen6,koza-erc,100,31,11,124,149,202,303,434,434,434,517,517
ftg,nguyen6,koza-erc,100,57,10,59,99,99,209,283,609,890,890,890
ftg,nguyen6,koza-erc,100,71,31,96,140,140,365,405,405,479,479,1000000000
ftg,nguyen6,koza-erc,100,35,10,30,170,293,293,293,994,994,994,994
ftg,nguyen6,koza-erc,100,67,59,59,59,222,410,410,537,537,537,537
ftg,nguyen6,koza-erc,100,11,19,115,115,190,289,459,459,559,607,607
ftg,nguyen6,koza-erc,100,21,10,121,121,144,232,416,504,852,852,852
ftg,nguyen6,koza-erc,100,84,19,32,197,383,383,2067,2067,2067,2873,2873
ftg,nguyen6,koza-erc,100,83,19,43,142,142,295,386,386,477,477,1000000000
ftg,nguyen6,koza-erc,100,62,46,80,228,228,461,691,691,691,691,691
ftg,nguyen6,koza-erc,100,73,30,59,102,125,262,368,556,556,556,1000000000
ftg,nguyen6,koza-erc,100,28,19,46,119,200,295,333,370,493,596,1000000000
ftg,nguyen6,koza-erc,100,27,31,31,119,119,119,279,327,477,710,710
ftg,nguyen6,koza-erc,100,92,64,122,122,122,122,122,277,463,1120,1000000000
ftg,nguyen6,koza-erc,100,72,19,58,58,75,396,396,501,3986,3986,3986
ftg,nguyen6,koza-erc,100,64,20,31,47,229,334,460,511,511,511,511
ftg,nguyen6,koza-erc,100,52,24,87,107,128,250,446,446,446,577,577
ftg,nguyen6,koza-erc,100,7,45,98,196,226,447,494,494,494,494,1000000000
ftg,nguyen6,koza-erc,100,51,32,119,258,326,403,403,585,585,585,585
ftg,nguyen6,koza-erc,100,82,32,64,230,332,332,410,410,456,525,525
ftg,nguyen6,koza-erc,100,3,10,167,2348,3878,6437,6437,6437,6437,6437,6437
ftg,nguyen6,koza-erc,100,39,19,44,97,143,309,344,606,606,606,606
ftg,nguyen6,koza-erc,100,33,79,79,144,429,575,964,964,1082,1082,1082
ftg,nguyen6,koza-erc,100,38,47,47,98,147,455,500,500,500,500,500
ftg,nguyen6,koza-erc,100,19,10,43,101,203,263,344,386,931,931,931
ftg,nguyen6,koza-erc,100,76,97,97,168,198,305,340,633,633,633,633
ftg,nguyen6,koza-erc,100,79,10,31,31,179,304,304,494,999,999,1000000000
ftg,nguyen6,koza-erc,100,96,10,43,43,77,201,351,406,504,504,504
ftg,nguyen6,koza-erc,100,75,19,32,101,145,203,233,273,371,458,1000000000
ftg,nguyen6,koza-erc,100,93,77,77,168,168,298,377,460,460,635,635
ftg,nguyen6,koza-erc,100,48,78,78,97,173,556,556,604,604,720,720
ftg,nguyen6,koza-erc,100,68,46,78,121,293,404,449,494,494,494,494
ftg,nguyen6,koza-erc,100,70,10,132,208,237,237,461,504,548,548,548
ftg,nguyen6,koza-erc,100,50,19,81,100,100,153,317,442,522,605,605
ftg,nguyen6,koza-erc,100,89,32,32,124,149,149,343,385,385,525,1000000000
ftg,nguyen6,koza-erc,100,8,95,164,164,164,307,436,480,480,480,1000000000
ftg,nguyen6,koza-erc,100,69,10,44,44,44,87,215,359,596,1168,1168
ftg,nguyen6,koza-erc,100,20,10,20,45,98,98,143,397,516,762,1000000000
ftg,nguyen6,koza-erc,100,85,77,117,117,291,291,377,758,758,1495,1000000000
ftg,nguyen6,koza-erc,100,15,10,31,117,175,203,426,565,679,679,679
ftg,nguyen6,koza-erc,100,59,10,30,140,166,166,378,378,435,556,1000000000
ftg,nguyen6,koza-erc,100,40,44,59,118,118,418,468,582,582,582,582
ftg,nguyen6,koza-erc,100,66,30,43,43,173,424,468,516,516,516,516
ftg,nguyen6,koza-erc,100,25,19,43,199,747,1649,1649,5185,15481,15481,15481
ftg,nguyen6,koza-erc,100,97,12,21,47,125,299,336,336,1090,1839,1000000000
ftg,nguyen6,koza-erc,100,4,10,43,167,242,4008,4250,4250,6370,6370,6370
ftg,nguyen6,koza-erc,100,88,58,58,165,202,374,457,501,501,501,501
ftg,nguyen6,koza-erc,100,43,10,38,83,83,83,391,561,561,561,561
ftg,nguyen6,koza-erc,100,55,10,45,124,199,374,558,558,611,611,611
ftg,nguyen6,koza-erc,100,99,19,97,97,144,144,338,381,437,481,481
ftg,nguyen6,koza-erc,100,81,43,59,77,77,342,382,382,428,428,428
ftg,nguyen6,koza-erc,100,29,50,82,82,82,206,342,456,526,902,902
ftg,nguyen6,koza-erc,100,77,30,61,118,142,267,478,536,536,536,536
ftg,nguyen6,koza-erc,100,98,118,166,222,326,371,414,511,511,782,782
ftg,nguyen6,koza-erc,100,65,59,96,141,141,169,346,6426,1000000000,1000000000,1000000000
ftg,nguyen6,koza-erc,100,78,44,103,125,236,1492,5660,5660,5660,5660,5660
ftg,nguyen6,koza-erc,100,37,10,78,142,178,254,529,592,592,592,592
ftg,nguyen6,koza-erc,100,90,21,47,119,119,226,361,796,1327,12086,12086
ftg,nguyen6,koza-erc,100,12,44,44,139,216,285,392,668,712,712,712
ftg,nguyen6,koza-erc,100,45,10,100,203,232,469,469,550,550,550,550
ftg,nguyen6,koza-erc,100,56,62,99,120,143,143,204,1860,1000000000,1000000000,1000000000
ftg,nguyen6,koza-erc,100,14,22,103,124,228,296,774,1080,1585,1585,1585
ftg,nguyen6,koza-erc,100,47,21,45,141,195,255,255,300,411,515,515
ftg,nguyen6,koza-erc,100,86,12,45,60,122,208,249,410,874,3768,3768
ftg,nguyen6,koza-erc,100,22,20,100,100,265,338,384,384,1989,1989,1989
ftg,nguyen6,koza-erc,100,58,10,45,195,333,476,476,476,476,606,606
ftg,nguyen6,koza-erc,100,87,10,78,142,301,419,419,561,561,561,561
ftg,nguyen6,koza-erc,100,61,19,82,82,171,272,859,2841,2841,27859,27859
ftg,nguyen6,koza-erc,100,46,60,60,60,260,373,373,460,460,524,524
ftg,nguyen6,koza-erc,100,32,10,81,123,231,378,378,378,820,820,820
ftg,nguyen6,koza-erc,100,6,43,58,117,255,926,926,1676,1676,86551,86551
ftg,nguyen6,koza-erc,100,63,30,30,97,118,240,432,563,763,763,763
ftg,nguyen6,koza-erc,100,95,59,140,255,290,455,455,513,513,513,513
ftg,nguyen6,koza-erc,100,26,19,60,187,187,187,187,906,906,2116,1000000000
ftg,nguyen6,koza-erc,100,30,79,167,194,224,306,344,344,344,344,1000000000
ftg,nguyen6,koza-erc,100,1,10,32,199,266,266,428,428,1875,1875,1875
ftg,nguyen6,koza-erc,100,0,120,120,237,237,345,466,466,582,582,582
ftg,nguyen6,koza-erc,100,41,31,79,145,195,195,195,1285,3495,4775,1000000000
ftg,nguyen6,koza-erc,100,34,21,97,168,383,468,468,511,511,511,511
ftg,nguyen6,koza-erc,100,18,10,48,83,83,184,212,304,630,676,676
ftg,nguyen6,koza-erc,100,94,95,117,166,223,326,326,426,426,780,1000000000
ftg,nguyen6,koza-erc,100,2,11,62,62,232,335,517,732,732,732,732
ftg,nguyen6,koza-erc,100,10,19,30,98,168,382,427,566,566,566,566
ftg,koza2,koza-erc,100,42,3,60,60,437,506,5428,100293,100293,1000000000,1000000000
ftg,koza2,koza-erc,100,53,3,139,191,251,417,459,528,528,528,528
ftg,koza2,koza-erc,100,54,3,45,168,168,168,168,196,602,1044,1044
ftg,koza2,koza-erc,100,5,3,59,203,306,306,346,387,479,479,1000000000
ftg,koza2,koza-erc,100,17,3,60,60,98,272,316,628,628,965,965
ftg,koza2,koza-erc,100,74,3,96,166,254,291,410,458,542,542,542
ftg,koza2,koza-erc,100,36,3,157,182,240,350,350,542,542,542,542
ftg,koza2,koza-erc,100,16,3,30,30,194,264,419,419,509,509,509
ftg,koza2,koza-erc,100,49,3,60,99,236,379,540,540,540,540,540
ftg,koza2,koza-erc,100,60,3,77,298,372,414,483,878,878,878,878
ftg,koza2,koza-erc,100,24,3,59,175,203,308,473,529,529,529,529
ftg,koza2,koza-erc,100,80,3,59,162,162,219,325,515,569,569,569
ftg,koza2,koza-erc,100,9,3,261,261,295,419,461,508,508,508,508
ftg,koza2,koza-erc,100,44,3,100,170,229,377,536,536,536,536,536
ftg,koza2,koza-erc,100,91,3,43,117,223,290,376,1533,1866,1866,1866
ftg,koza2,koza-erc,100,23,3,21,82,316,480,480,596,596,596,596
ftg,koza2,koza-erc,100,13,3,78,97,264,414,487,487,487,698,698
ftg,koza2,koza-erc,100,31,3,104,127,235,340,340,475,591,591,591
ftg,koza2,koza-erc,100,57,3,106,106,209,209,209,376,628,628,1000000000
ftg,koza2,koza-erc,100,71,3,117,117,166,226,395,395,505,505,505
ftg,koza2,koza-erc,100,35,3,19,77,170,266,377,1798,1798,1798,1798
ftg,koza2,koza-erc,100,67,3,59,117,117,194,336,478,680,680,680
ftg,koza2,koza-erc,100,11,3,94,94,220,331,444,561,561,561,561
ftg,koza2,koza-erc,100,21,3,121,121,232,336,462,738,2490,2490,2490
ftg,koza2,koza-erc,100,84,3,32,78,387,1705,1837,3412,3412,3412,3412
ftg,koza2,koza-erc,100,83,3,142,142,199,295,386,386,477,2928,1000000000
ftg,koza2,koza-erc,100,62,3,99,228,298,418,459,505,505,505,505
ftg,koza2,koza-erc,100,73,3,101,122,231,402,504,593,643,643,643
ftg,koza2,koza-erc,100,28,3,77,117,228,294,329,370,493,493,493
ftg,koza2,koza-erc,100,27,3,31,119,119,119,314,428,534,879,879
ftg,koza2,koza-erc,100,92,3,122,122,122,173,205,490,960,2040,1000000000
ftg,koza2,koza-erc,100,72,3,43,75,191,220,286,375,535,3678,3678
ftg,koza2,koza-erc,100,64,3,31,98,229,334,510,510,510,510,510
ftg,koza2,koza-erc,100,52,3,107,107,152,346,346,387,427,1432,1432
ftg,koza2,koza-erc,100,7,3,78,196,196,452,494,494,494,569,569
ftg,koza2,koza-erc,100,51,3,98,197,326,459,504,504,504,504,504
ftg,koza2,koza-erc,100,82,3,174,202,298,372,462,462,525,525,525
ftg,koza2,koza-erc,100,3,3,195,535,1145,1189,1189,1189,1189,1189,1189
ftg,koza2,koza-erc,100,39,3,19,78,143,343,380,597,597,597,597
ftg,koza2,koza-erc,100,33,3,32,144,169,1657,1915,2649,2649,2649,2649
ftg,koza2,koza-erc,100,38,3,47,98,199,413,413,413,413,715,715
ftg,koza2,koza-erc,100,19,3,30,30,101,204,350,388,447,853,853
ftg,koza2,koza-erc,100,76,3,168,168,198,340,381,487,594,594,594
ftg,koza2,koza-erc,100,79,3,31,153,271,304,339,535,535,535,535
ftg,koza2,koza-erc,100,96,3,43,58,98,229,315,411,516,516,516
ftg,koza2,koza-erc,100,75,3,65,101,197,197,263,340,1692,1692,1000000000
ftg,koza2,koza-erc,100,93,3,96,143,332,370,456,456,456,1029,1029
ftg,koza2,koza-erc,100,48,3,97,121,203,728,728,728,728,728,728
ftg,koza2,koza-erc,100,68,3,78,257,404,404,534,534,534,534,534
ftg,koza2,koza-erc,100,70,3,180,208,237,374,374,548,548,548,548
ftg,koza2,koza-erc,100,50,3,62,100,180,281,315,388,605,605,605
ftg,koza2,koza-erc,100,89,3,77,124,149,306,385,385,525,2074,2074
ftg,koza2,koza-erc,100,8,3,164,164,341,476,476,534,534,534,534
ftg,koza2,koza-erc,100,69,10,44,44,87,212,395,722,722,722,722
ftg,koza2,koza-erc,100,20,3,45,45,170,170,170,236,1383,1383,1383
ftg,koza2,koza-erc,100,85,3,77,117,291,377,1076,1076,2256,23704,23704
ftg,koza2,koza-erc,100,15,3,31,117,175,175,175,384,671,671,1000000000
ftg,koza2,koza-erc,100,59,3,58,166,166,193,378,378,435,669,1000000000
ftg,koza2,koza-erc,100,40,3,59,77,418,508,508,508,508,508,508
ftg,koza2,koza-erc,100,66,3,43,206,206,206,275,393,645,645,1000000000
ftg,koza2,koza-erc,100,25,3,98,199,781,1863,1863,5759,6075,6075,6075
ftg,koza2,koza-erc,100,97,3,47,47,203,336,336,1204,1204,1204,1204
ftg,koza2,koza-erc,100,4,3,60,294,294,4152,4152,6708,6708,6708,6708
ftg,koza2,koza-erc,100,88,3,94,141,230,371,501,501,501,501,501
ftg,koza2,koza-erc,100,43,3,83,175,307,354,441,554,554,554,554
ftg,koza2,koza-erc,100,55,3,45,102,338,514,514,514,514,514,514
ftg,koza2,koza-erc,100,99,3,77,144,144,144,338,381,381,637,1000000000
ftg,koza2,koza-erc,100,81,3,77,77,342,342,382,424,468,541,541
ftg,koza2,koza-erc,100,29,3,82,102,234,301,301,388,526,526,526
ftg,koza2,koza-erc,100,77,3,61,61,237,342,419,478,541,541,541
ftg,koza2,koza-erc,100,98,3,166,222,330,371,371,473,473,891,891
ftg,koza2,koza-erc,100,65,3,97,119,173,234,669,717,717,717,717
ftg,koza2,koza-erc,100,78,3,44,44,44,155,418,717,1197,1197,1197
ftg,koza2,koza-erc,100,37,3,46,142,142,254,468,524,524,592,592
ftg,koza2,koza-erc,100,90,3,47,62,62,62,101,122,273,559,1000000000
ftg,koza2,koza-erc,100,12,3,139,216,282,3790,8937,8937,8937,8937,8937
ftg,koza2,koza-erc,100,45,3,177,204,429,470,513,513,513,513,513
ftg,koza2,koza-erc,100,56,3,11,100,121,170,335,413,413,480,480
ftg,koza2,koza-erc,100,14,3,35,65,82,82,124,296,3734,4694,1000000000
ftg,koza2,koza-erc,100,47,21,45,118,224,255,334,449,523,658,658
ftg,koza2,koza-erc,100,86,3,21,21,102,245,440,482,575,575,575
ftg,koza2,koza-erc,100,22,3,81,174,265,374,374,1937,1937,1937,1937
ftg,koza2,koza-erc,100,58,3,97,195,462,462,528,528,528,528,528
ftg,koza2,koza-erc,100,87,3,31,31,198,269,462,511,701,701,701
ftg,koza2,koza-erc,100,61,3,100,191,253,546,1274,1274,1274,1000000000,1000000000
ftg,koza2,koza-erc,100,46,3,77,77,299,373,373,512,512,512,512
ftg,koza2,koza-erc,100,32,3,81,102,172,268,386,386,575,575,1000000000
ftg,koza2,koza-erc,100,6,3,97,141,255,448,681,681,681,22397,22397
ftg,koza2,koza-erc,100,63,3,44,143,143,563,650,650,650,650,650
ftg,koza2,koza-erc,100,95,3,59,140,255,373,471,471,569,569,569
ftg,koza2,koza-erc,100,26,3,60,187,187,593,593,1000000000,1000000000,1000000000,1000000000
ftg,koza2,koza-erc,100,30,3,98,119,195,422,422,422,422,422,1000000000
ftg,koza2,koza-erc,100,1,3,99,199,266,345,428,428,1875,1875,1875
ftg,koza2,koza-erc,100,0,3,47,120,310,310,345,425,486,627,627
ftg,koza2,koza-erc,100,41,3,79,79,259,362,449,676,676,676,676
ftg,koza2,koza-erc,100,34,3,97,168,383,516,516,516,516,516,516
ftg,koza2,koza-erc,100,18,3,48,103,124,270,399,605,653,653,653
ftg,koza2,koza-erc,100,94,3,117,166,289,362,362,491,628,1262,1262
ftg,koza2,koza-erc,100,2,3,62,79,335,436,532,577,577,577,577
ftg,koza2,koza-erc,100,10,3,30,142,460,460,460,504,504,504,504
ftg,koza1,koza-erc,100,42,19,60,60,334,449,449,1079,1079,1079,1079
ftg,koza1,koza-erc,100,53,191,191,251,251,457,457,508,508,508,508
ftg,koza1,koza-erc,100,54,45,142,168,168,168,168,346,553,635,635
ftg,koza1,koza-erc,100,5,59,59,298,340,340,382,479,479,479,479
ftg,koza1,koza-erc,100,17,98,98,123,147,234,265,386,386,1010,1010
ftg,koza1,koza-erc,100,74,44,141,254,254,329,496,496,496,580,580
ftg,koza1,koza-erc,100,36,157,157,313,386,386,386,498,542,542,542
ftg,koza1,koza-erc,100,16,95,164,192,292,292,292,371,371,371,1000000000
ftg,koza1,koza-erc,100,49,20,99,121,121,121,144,388,601,742,1000000000
ftg,koza1,koza-erc,100,60,201,232,298,298,372,372,603,997,997,997
ftg,koza1,koza-erc,100,24,98,203,384,552,552,552,552,552,552,552
ftg,koza1,koza-erc,100,80,43,59,77,137,219,325,475,569,569,569
ftg,koza1,koza-erc,100,9,97,228,295,332,462,462,462,508,508,508
ftg,koza1,koza-erc,100,44,79,144,170,293,293,456,456,536,536,536
ftg,koza1,koza-erc,100,91,30,30,195,225,225,336,419,419,466,1000000000
ftg,koza1,koza-erc,100,23,33,65,102,102,123,217,400,702,2642,2642
ftg,koza1,koza-erc,100,13,31,78,122,171,171,171,340,554,554,1000000000
ftg,koza1,koza-erc,100,31,20,124,149,149,235,391,434,434,434,1000000000
ftg,koza1,koza-erc,100,57,43,99,99,99,99,253,583,628,628,628
ftg,koza1,koza-erc,100,71,96,117,140,166,405,405,405,479,479,1000000000
ftg,koza1,koza-erc,100,35,30,119,260,293,293,601,1068,1068,1068,1068
ftg,koza1,koza-erc,100,67,44,44,117,222,446,489,588,588,588,588
ftg,koza1,koza-erc,100,11,94,115,163,289,331,519,601,601,601,601
ftg,koza1,koza-erc,100,21,20,121,121,201,264,376,504,852,852,852
ftg,koza1,koza-erc,100,84,32,45,407,407,2031,2031,2031,5075,5075,5075
ftg,koza1,koza-erc,100,83,30,96,142,142,374,418,418,509,1000000000,1000000000
ftg,koza1,koza-erc,100,62,61,228,228,260,260,418,556,556,556,556
ftg,koza1,koza-erc,100,73,43,121,121,121,204,234,559,654,654,654
ftg,koza1,koza-erc,100,28,117,140,196,259,329,329,416,478,579,579
ftg,koza1,koza-erc,100,27,61,119,119,119,173,314,557,557,796,796
ftg,koza1,koza-erc,100,92,64,122,122,122,122,122,149,149,483,1000000000
ftg,koza1,koza-erc,100,72,43,75,191,191,286,409,683,683,1390,1000000000
ftg,koza1,koza-erc,100,64,20,31,229,267,339,515,515,515,515,515
ftg,koza1,koza-erc,100,52,37,107,107,176,237,353,353,353,1049,1049
ftg,koza1,koza-erc,100,7,45,196,196,294,447,494,494,494,494,1000000000
ftg,koza1,koza-erc,100,51,60,143,326,326,403,459,504,504,504,504
ftg,koza1,koza-erc,100,82,32,81,230,332,332,410,410,637,637,637
ftg,koza1,koza-erc,100,3,31,119,5269,19068,19068,19068,19068,19068,19068,19068
ftg,koza1,koza-erc,100,39,44,78,143,143,410,561,561,561,561,561
ftg,koza1,koza-erc,100,33,79,121,144,911,999,999,999,2032,2032,2032
ftg,koza1,koza-erc,100,38,47,98,198,227,453,453,497,497,497,497
ftg,koza1,koza-erc,100,19,75,144,144,203,203,233,352,679,679,1000000000
ftg,koza1,koza-erc,100,76,97,168,168,168,168,240,466,466,10499,10499
ftg,koza1,koza-erc,100,79,31,31,129,271,304,344,536,536,536,1000000000
ftg,koza1,koza-erc,100,96,58,58,98,229,229,444,444,504,504,504
ftg,koza1,koza-erc,100,75,45,82,101,203,203,273,371,371,5369,1000000000
ftg,koza1,koza-erc,100,93,77,96,168,168,168,266,342,449,449,1000000000
ftg,koza1,koza-erc,100,48,78,97,121,376,508,551,551,551,551,551
ftg,koza1,koza-erc,100,68,46,121,170,404,404,494,494,494,494,494
ftg,koza1,koza-erc,100,70,132,180,208,237,500,500,588,588,588,588
ftg,koza1,koza-erc,100,50,62,81,100,100,180,242,496,775,775,775
ftg,koza1,koza-erc,100,89,32,77,124,124,203,306,349,387,387,1000000000
ftg,koza1,koza-erc,100,8,95,164,164,164,164,262,307,402,721,721
ftg,koza1,koza-erc,100,69,20,44,60,83,212,241,350,855,1162,1162
ftg,koza1,koza-erc,100,20,20,45,98,143,143,302,339,622,671,671
ftg,koza1,koza-erc,100,85,77,117,117,291,342,936,936,936,1926,1000000000
ftg,koza1,koza-erc,100,15,31,77,77,175,175,426,694,694,694,694
ftg,koza1,koza-erc,100,59,19,140,166,166,166,193,367,413,6073,6073
ftg,koza1,koza-erc,100,40,44,59,118,118,118,196,541,541,588,588
ftg,koza1,koza-erc,100,66,30,30,96,383,423,464,464,598,598,598
ftg,koza1,koza-erc,100,25,30,171,260,361,543,543,543,543,1140,1140
ftg,koza1,koza-erc,100,97,32,47,47,125,336,336,336,974,974,1000000000
ftg,koza1,koza-erc,100,4,60,118,167,1856,4472,4714,7428,7428,7428,7428
ftg,koza1,koza-erc,100,88,58,94,165,202,374,374,560,560,560,560
ftg,koza1,koza-erc,100,43,21,67,104,184,275,359,472,472,525,525
ftg,koza1,koza-erc,100,55,31,102,200,384,472,564,564,564,564,564
ftg,koza1,koza-erc,100,99,59,97,97,97,308,308,532,781,834,834
ftg,koza1,koza-erc,100,81,43,96,117,117,117,233,308,429,552,552
ftg,koza1,koza-erc,100,29,50,50,66,152,238,342,426,426,610,1000000000
ftg,koza1,koza-erc,100,77,78,118,118,118,142,142,209,658,658,658
ftg,koza1,koza-erc,100,98,118,166,222,368,490,490,551,963,963,963
ftg,koza1,koza-erc,100,65,59,96,141,141,141,141,169,386,1000000000,1000000000
ftg,koza1,koza-erc,100,78,103,103,125,236,1492,6024,6024,6024,6024,1000000000
ftg,koza1,koza-erc,100,37,46,78,119,182,413,508,508,508,592,592
ftg,koza1,koza-erc,100,90,34,119,119,451,773,1823,2024,2024,2024,2024
ftg,koza1,koza-erc,100,12,44,139,139,139,395,928,928,928,928,928
ftg,koza1,koza-erc,100,45,64,100,203,232,308,469,561,561,561,561
ftg,koza1,koza-erc,100,56,62,99,143,143,143,143,143,239,1000000000,1000000000
ftg,koza1,koza-erc,100,14,124,124,148,228,328,688,1175,1175,1175,1175
ftg,koza1,koza-erc,100,47,32,45,195,195,224,357,517,517,597,597
ftg,koza1,koza-erc,100,86,45,45,99,203,236,394,434,533,533,1000000000
ftg,koza1,koza-erc,100,22,20,35,48,99,202,339,384,384,625,1000000000
ftg,koza1,koza-erc,100,58,32,45,120,369,462,528,528,528,528,528
ftg,koza1,koza-erc,100,87,44,78,142,300,418,733,733,733,733,733
ftg,koza1,koza-erc,100,61,30,100,100,100,100,100,199,419,611,1000000000
ftg,koza1,koza-erc,100,46,77,260,260,295,373,413,504,504,504,504
ftg,koza1,koza-erc,100,32,81,172,231,231,370,424,501,501,501,1000000000
ftg,koza1,koza-erc,100,6,58,117,167,289,1389,1389,1389,1389,1389,1000000000
ftg,koza1,koza-erc,100,63,30,77,121,145,319,319,751,751,751,751
ftg,koza1,koza-erc,100,95,44,140,255,455,455,455,513,513,513,513
ftg,koza1,koza-erc,100,26,30,30,30,97,198,303,495,596,596,1000000000
ftg,koza1,koza-erc,100,30,119,167,224,224,224,344,344,561,561,561
ftg,koza1,koza-erc,100,1,21,80,199,266,345,428,428,1915,1915,1915
ftg,koza1,koza-erc,100,0,120,120,299,380,460,548,548,548,548,548
ftg,koza1,koza-erc,100,41,31,79,145,224,362,362,698,847,847,847
ftg,koza1,koza-erc,100,34,32,97,168,383,426,468,511,511,511,511
ftg,koza1,koza-erc,100,18,22,48,83,124,240,271,406,718,881,881
