alg,benchmark,constant,numruns,instance,evals_to_tol_0,evals_to_tol_1,evals_to_tol_2,evals_to_tol_3,evals_to_tol_4,evals_to_tol_5,evals_to_tol_6,evals_to_tol_7,evals_to_tol_8,evals_to_tol_9
ftg,koza1,koza-erc,100,94,117,117,193,326,326,326,326,449,449,1000000000
ftg,koza1,koza-erc,100,2,47,62,62,335,372,517,517,517,579,579
ftg,koza1,koza-erc,100,10,30,76,118,343,509,509,509,509,509,509
ftg,nguyen8,koza-erc,100,42,10,19,45,203,233,233,299,401,1002,1002
ftg,nguyen8,koza-erc,100,53,19,95,95,165,165,165,565,565,565,565
ftg,nguyen8,koza-erc,100,54,11,61,142,229,267,267,303,571,838,838
ftg,nguyen8,koza-erc,100,5,10,30,76,143,231,231,434,434,479,479
ftg,nguyen8,koza-erc,100,17,20,60,60,98,120,120,181,399,689,1000000000
ftg,nguyen8,koza-erc,100,74,19,31,44,44,118,295,370,458,513,513
ftg,nguyen8,koza-erc,100,36,15,132,132,155,155,180,279,431,522,1000000000
ftg,nguyen8,koza-erc,100,16,10,19,76,164,164,222,303,487,748,748
ftg,nguyen8,koza-erc,100,49,11,20,32,32,61,61,272,377,676,1000000000
ftg,nguyen8,koza-erc,100,60,10,21,60,60,60,60,60,301,487,1000000000
ftg,nguyen8,koza-erc,100,24,43,43,59,98,124,282,395,570,802,802
ftg,nguyen8,koza-erc,100,80,10,43,43,43,138,291,336,441,1183,1183
ftg,nguyen8,koza-erc,100,9,46,78,121,199,199,306,433,475,475,1000000000
ftg,nguyen8,koza-erc,100,44,19,19,100,100,144,204,464,604,604,604
ftg,nguyen8,koza-erc,100,91,10,43,58,76,97,97,97,256,844,1000000000
ftg,nguyen8,koza-erc,100,23,10,33,48,82,82,244,275,436,1263,1000000000
ftg,nguyen8,koza-erc,100,13,31,31,61,61,97,201,337,425,425,425
ftg,nguyen8,koza-erc,100,31,11,20,31,76,123,146,303,435,689,1000000000
ftg,nguyen8,koza-erc,100,57,10,43,59,59,59,310,443,496,611,611
ftg,nguyen8,koza-erc,100,71,31,31,61,61,78,169,268,268,380,1000000000
ftg,nguyen8,koza-erc,100,35,10,19,77,169,169,230,410,505,558,1000000000
ftg,nguyen8,koza-erc,100,67,44,59,166,223,223,258,337,496,549,549
ftg,nguyen8,koza-erc,100,11,75,94,94,115,115,196,227,525,592,592
ftg,nguyen8,koza-erc,100,21,10,31,79,144,144,144,171,440,557,1000000000
ftg,nguyen8,koza-erc,100,84,10,19,147,147,147,335,486,553,553,1000000000
ftg,nguyen8,koza-erc,100,83,19,19,30,30,96,175,276,276,356,1000000000
ftg,nguyen8,koza-erc,100,62,10,46,120,145,171,430,884,884,884,884
ftg,nguyen8,koza-erc,100,73,30,30,30,59,80,101,123,123,649,1000000000
ftg,nguyen8,koza-erc,100,28,10,19,60,117,196,370,370,450,563,563
ftg,nguyen8,koza-erc,100,27,31,31,31,119,119,142,295,467,1166,1166
ftg,nguyen8,koza-erc,100,92,19,62,62,62,149,178,452,549,549,549
ftg,nguyen8,koza-erc,100,72,10,43,94,94,140,140,239,278,328,328
ftg,nguyen8,koza-erc,100,64,10,20,31,31,31,209,325,446,446,1000000000
ftg,nguyen8,koza-erc,100,52,24,37,107,205,205,339,459,512,608,608
ftg,nguyen8,koza-erc,100,7,19,143,143,224,224,303,384,431,526,1000000000
ftg,nguyen8,koza-erc,100,51,10,32,32,122,260,260,345,495,545,545
ftg,nguyen8,koza-erc,100,82,11,32,47,104,174,174,236,385,524,1000000000
ftg,nguyen8,koza-erc,100,3,10,19,79,195,258,291,442,557,557,557
ftg,nguyen8,koza-erc,100,39,10,19,19,19,30,47,102,225,400,1000000000
ftg,nguyen8,koza-erc,100,33,10,32,32,121,144,175,235,431,673,1000000000
ftg,nguyen8,koza-erc,100,38,11,20,47,98,98,121,342,625,625,625
ftg,nguyen8,koza-erc,100,19,10,10,19,19,43,43,43,212,3515,1000000000
ftg,nguyen8,koza-erc,100,76,59,97,97,141,141,141,141,141,375,1000000000
ftg,nguyen8,koza-erc,100,79,10,44,44,85,108,478,688,688,688,1000000000
ftg,nguyen8,koza-erc,100,96,10,10,58,96,96,290,523,523,523,1000000000
ftg,nguyen8,koza-erc,100,75,32,45,65,101,101,101,125,295,494,1000000000
ftg,nguyen8,koza-erc,100,93,20,77,96,142,142,142,142,246,309,1000000000
ftg,nguyen8,koza-erc,100,48,19,30,78,78,78,179,309,353,445,445
ftg,nguyen8,koza-erc,100,68,10,10,97,170,290,412,506,506,506,506
ftg,nguyen8,koza-erc,100,70,10,32,153,176,947,5966,53801,53801,53801,53801
ftg,nguyen8,koza-erc,100,50,19,19,45,81,174,174,363,458,584,584
ftg,nguyen8,koza-erc,100,89,12,32,32,60,60,60,199,296,413,1000000000
ftg,nguyen8,koza-erc,100,8,10,95,116,116,116,140,228,312,778,1000000000
ftg,nguyen8,koza-erc,100,69,10,10,44,83,105,105,390,509,820,820
ftg,nguyen8,koza-erc,100,20,10,20,32,45,60,201,277,277,277,1000000000
ftg,nguyen8,koza-erc,100,85,30,60,77,77,121,320,445,621,680,680
ftg,nguyen8,koza-erc,100,15,10,31,44,77,96,149,408,408,580,1000000000
ftg,nguyen8,koza-erc,100,59,19,19,140,166,193,463,463,545,545,545
ftg,nguyen8,koza-erc,100,40,30,44,59,167,167,167,167,297,361,1000000000
ftg,nguyen8,koza-erc,100,66,30,30,43,58,58,58,104,324,482,1000000000
ftg,nguyen8,koza-erc,100,25,19,19,30,30,80,80,150,401,731,731
ftg,nguyen8,koza-erc,100,97,21,21,21,47,47,84,177,326,752,752
ftg,nguyen8,koza-erc,100,4,43,60,167,167,167,196,242,333,1314,1000000000
ftg,nguyen8,koza-erc,100,88,19,58,58,58,117,117,176,272,1302,1000000000
ftg,nguyen8,koza-erc,100,43,10,21,21,51,103,161,398,455,612,1000000000
ftg,nguyen8,koza-erc,100,55,10,31,45,60,103,264,351,403,442,1000000000
ftg,nguyen8,koza-erc,100,99,10,77,97,144,264,295,715,2567,3295,3295
ftg,nguyen8,koza-erc,100,81,59,77,77,168,332,332,424,424,602,602
ftg,nguyen8,koza-erc,100,29,12,21,82,82,82,178,211,211,211,211
ftg,nguyen8,koza-erc,100,77,10,19,44,61,61,153,518,518,518,1000000000
ftg,nguyen8,koza-erc,100,98,32,32,78,166,166,166,166,166,196,1000000000
ftg,nguyen8,koza-erc,100,65,44,59,76,76,76,175,210,324,496,496
ftg,nguyen8,koza-erc,100,78,31,31,44,59,59,77,163,213,387,387
ftg,nguyen8,koza-erc,100,37,10,10,20,32,32,32,107,107,107,1000000000
ftg,nguyen8,koza-erc,100,90,21,21,47,47,119,119,238,361,583,1000000000
ftg,nguyen8,koza-erc,100,12,11,59,139,193,222,403,444,444,846,846
ftg,nguyen8,koza-erc,100,45,10,22,22,64,81,145,314,635,794,794
ftg,nguyen8,koza-erc,100,56,34,62,120,143,143,143,143,269,469,1000000000
ftg,nguyen8,koza-erc,100,14,10,35,82,103,124,302,344,344,789,1000000000
ftg,nguyen8,koza-erc,100,47,45,45,45,77,118,331,331,331,536,1000000000
ftg,nguyen8,koza-erc,100,86,12,12,21,81,81,389,471,471,471,1000000000
ftg,nguyen8,koza-erc,100,22,20,20,35,63,126,126,126,346,648,1000000000
ftg,nguyen8,koza-erc,100,58,10,21,21,60,143,199,199,384,24728,1000000000
ftg,nguyen8,koza-erc,100,87,10,10,97,97,142,226,335,335,335,1000000000
ftg,nguyen8,koza-erc,100,61,19,30,61,81,145,145,171,281,318,318
ftg,nguyen8,koza-erc,100,46,31,60,77,96,118,176,459,562,562,562
ftg,nguyen8,koza-erc,100,32,10,33,33,81,81,205,350,444,515,515
ftg,nguyen8,koza-erc,100,6,30,30,30,59,118,143,143,143,787,1000000000
ftg,nguyen8,koza-erc,100,63,30,59,59,59,59,250,343,382,494,494
ftg,nguyen8,koza-erc,100,95,44,59,59,59,198,270,526,606,606,606
ftg,nguyen8,koza-erc,100,26,10,60,77,117,117,264,470,533,533,533
ftg,nguyen8,koza-erc,100,30,32,62,98,119,142,170,265,500,592,1000000000
ftg,nguyen8,koza-erc,100,1,10,32,99,148,148,280,431,472,472,472
ftg,nguyen8,koza-erc,100,0,19,79,79,79,99,281,565,616,780,780
ftg,nguyen8,koza-erc,100,41,31,31,79,229,229,329,412,412,412,1000000000
ftg,nguyen8,koza-erc,100,34,21,46,61,120,120,171,320,320,597,1000000000
ftg,nguyen8,koza-erc,100,18,10,22,48,85,85,214,358,581,716,716
ftg,nguyen8,koza-erc,100,94,10,59,95,140,166,193,293,451,507,1000000000
ftg,nguyen8,koza-erc,100,2,11,47,47,262,262,262,433,638,1024,1024
ftg,nguyen8,koza-erc,100,10,19,44,95,140,140,234,234,234,234,1000000000
ftg,nguyen3,koza-erc,100,42,46,146,146,146,146,389,479,479,479,479
ftg,nguyen3,koza-erc,100,53,191,191,191,286,330,501,501,501,501,501
ftg,nguyen3,koza-erc,100,54,45,168,168,168,168,239,378,625,625,625
ftg,nguyen3,koza-erc,100,5,59,97,376,416,416,416,474,474,548,548
ftg,nguyen3,koza-erc,100,17,98,98,123,123,350,495,800,1181,1181,1181
ftg,nguyen3,koza-erc,100,74,44,141,166,325,365,458,530,530,530,530
ftg,nguyen3,koza-erc,100,36,157,182,313,386,386,436,496,540,540,540
ftg,nguyen3,koza-erc,100,16,95,139,288,326,326,369,369,409,656,656
ftg,nguyen3,koza-erc,100,49,20,99,121,171,671,1456,1505,1505,1505,1505
ftg,nguyen3,koza-erc,100,60,172,232,335,372,414,875,875,875,875,875
ftg,nguyen3,koza-erc,100,24,124,203,303,342,469,1205,1205,1205,1205,1205
ftg,nguyen3,koza-erc,100,80,59,77,162,219,325,369,569,569,569,569
ftg,nguyen3,koza-erc,100,9,199,261,332,504,504,504,504,504,504,504
ftg,nguyen3,koza-erc,100,44,100,144,170,329,456,503,503,503,503,503
ftg,nguyen3,koza-erc,100,91,30,58,141,141,223,301,374,374,1135,1000000000
ftg,nguyen3,koza-erc,100,23,33,102,102,236,597,597,597,668,668,668
ftg,nguyen3,koza-erc,100,13,61,78,171,297,414,529,529,529,529,529
ftg,nguyen3,koza-erc,100,31,124,149,265,265,340,340,618,618,1404,1404
ftg,nguyen3,koza-erc,100,57,43,99,99,126,241,358,495,1234,1234,1234
ftg,nguyen3,koza-erc,100,71,96,140,140,365,405,405,405,479,479,1000000000
ftg,nguyen3,koza-erc,100,35,30,77,260,293,293,2414,2414,2414,2414,2414
ftg,nguyen3,koza-erc,100,67,44,44,59,253,446,489,588,588,588,588
ftg,nguyen3,koza-erc,100,11,94,115,190,287,287,400,444,714,714,714
ftg,nguyen3,koza-erc,100,21,121,121,170,232,416,504,972,972,972,972
ftg,nguyen3,koza-erc,100,84,32,45,383,383,1877,1877,3452,3452,3452,3452
ftg,nguyen3,koza-erc,100,83,30,142,142,295,418,418,509,509,2656,1000000000
ftg,nguyen3,koza-erc,100,62,198,258,258,418,459,503,503,503,503,503
ftg,nguyen3,koza-erc,100,73,59,122,122,231,402,544,598,598,598,598
ftg,nguyen3,koza-erc,100,28,117,140,228,294,329,370,478,478,579,579
ftg,nguyen3,koza-erc,100,27,98,119,119,119,119,185,466,1156,4653,4653
ftg,nguyen3,koza-erc,100,92,64,122,122,122,173,205,309,960,2192,1000000000
ftg,nguyen3,koza-erc,100,72,58,191,191,251,314,543,715,846,846,846
ftg,nguyen3,koza-erc,100,64,20,20,98,229,373,510,510,510,510,510
ftg,nguyen3,koza-erc,100,52,87,107,128,237,341,341,382,441,680,680
ftg,nguyen3,koza-erc,100,7,61,195,328,367,489,489,542,542,542,542
ftg,nguyen3,koza-erc,100,51,60,143,197,365,406,462,462,799,799,799
ftg,nguyen3,koza-erc,100,82,64,230,332,332,410,410,456,525,525,525
ftg,nguyen3,koza-erc,100,3,31,493,567,1259,1259,1259,1259,1259,1259,1259
ftg,nguyen3,koza-erc,100,39,78,97,143,373,410,561,561,561,561,561
ftg,nguyen3,koza-erc,100,33,79,144,197,197,334,413,2143,2143,2143,2143
ftg,nguyen3,koza-erc,100,38,47,171,198,327,453,453,497,497,497,497
ftg,nguyen3,koza-erc,100,19,75,121,144,203,203,233,352,409,643,1000000000
ftg,nguyen3,koza-erc,100,76,97,168,168,305,340,381,444,594,594,594
ftg,nguyen3,koza-erc,100,79,31,31,152,303,338,338,484,788,1007,1007
ftg,nguyen3,koza-erc,100,96,58,58,114,245,280,468,468,468,615,1000000000
ftg,nguyen3,koza-erc,100,75,65,101,101,197,231,231,2019,2019,2019,1000000000
ftg,nguyen3,koza-erc,100,93,96,143,168,256,256,329,329,449,1005,1000000000
ftg,nguyen3,koza-erc,100,48,78,97,173,376,508,551,551,551,551,551
ftg,nguyen3,koza-erc,100,68,78,121,197,404,404,448,494,494,494,494
ftg,nguyen3,koza-erc,100,70,132,208,237,237,450,500,588,588,588,588
ftg,nguyen3,koza-erc,100,50,81,100,100,153,281,315,363,559,4472,1000000000
ftg,nguyen3,koza-erc,100,89,32,124,149,149,306,385,385,525,2114,2114
ftg,nguyen3,koza-erc,100,8,164,164,164,341,476,476,534,534,534,534
ftg,nguyen3,koza-erc,100,69,10,44,60,159,212,395,1010,1010,1010,1010
ftg,nguyen3,koza-erc,100,20,45,45,60,119,143,361,448,2991,15471,15471
ftg,nguyen3,koza-erc,100,85,77,117,141,141,291,291,291,291,1000000000,1000000000
ftg,nguyen3,koza-erc,100,15,44,117,117,175,350,561,611,611,611,611
ftg,nguyen3,koza-erc,100,59,43,166,166,166,378,378,736,4684,4684,4684
ftg,nguyen3,koza-erc,100,40,59,59,141,418,418,545,1236,1236,1236,1236
ftg,nguyen3,koza-erc,100,66,30,43,173,308,468,516,516,516,516,516
ftg,nguyen3,koza-erc,100,25,30,199,391,1925,1925,1925,5897,5897,5897,1000000000
ftg,nguyen3,koza-erc,100,97,47,47,102,231,296,296,333,2759,2759,1000000000
ftg,nguyen3,koza-erc,100,4,60,142,294,4544,4858,6031,8356,8356,8356,8356
ftg,nguyen3,koza-erc,100,88,58,139,165,295,409,680,680,680,680,680
ftg,nguyen3,koza-erc,100,43,21,83,83,83,245,413,617,617,617,617
ftg,nguyen3,koza-erc,100,55,20,102,296,468,468,468,514,514,514,514
ftg,nguyen3,koza-erc,100,99,59,97,144,144,144,144,345,345,399,1000000000
ftg,nguyen3,koza-erc,100,81,43,96,117,378,378,420,420,468,468,1000000000
ftg,nguyen3,koza-erc,100,29,50,50,65,177,342,432,432,432,1665,1665
ftg,nguyen3,koza-erc,100,77,78,118,118,237,342,419,541,541,541,541
ftg,nguyen3,koza-erc,100,98,166,222,253,286,405,448,448,448,600,600
ftg,nguyen3,koza-erc,100,65,76,141,141,141,488,756,2182,2182,2182,2182
ftg,nguyen3,koza-erc,100,78,103,125,205,1828,9192,9192,9192,9192,9192,9192
ftg,nguyen3,koza-erc,100,37,46,119,142,170,284,498,550,550,550,550
ftg,nguyen3,koza-erc,100,90,47,119,119,451,773,1823,2024,2024,2024,2024
ftg,nguyen3,koza-erc,100,12,139,139,216,351,10082,10082,10082,10082,10082,10082
ftg,nguyen3,koza-erc,100,45,81,203,232,426,467,467,467,561,561,561
ftg,nguyen3,koza-erc,100,56,99,99,143,143,143,317,1000000000,1000000000,1000000000,1000000000
ftg,nguyen3,koza-erc,100,14,124,124,148,228,328,688,1175,1175,1175,1175
ftg,nguyen3,koza-erc,100,47,45,45,195,255,255,255,289,515,515,1000000000
ftg,nguyen3,koza-erc,100,86,45,45,122,236,279,355,493,644,644,644
ftg,nguyen3,koza-erc,100,22,20,99,172,230,335,409,501,823,823,1000000000
ftg,nguyen3,koza-erc,100,58,32,168,258,407,407,407,486,486,532,532
ftg,nguyen3,koza-erc,100,87,44,97,196,418,582,582,929,929,929,929
ftg,nguyen3,koza-erc,100,61,100,100,191,253,435,512,26300,26300,38905,38905
ftg,nguyen3,koza-erc,100,46,77,260,260,458,458,502,502,502,502,502
ftg,nguyen3,koza-erc,100,32,81,172,231,334,334,386,435,791,791,791
ftg,nguyen3,koza-erc,100,6,96,117,255,1525,1525,1525,1525,1525,11421,11421
ftg,nguyen3,koza-erc,100,63,30,77,77,148,557,684,684,684,684,684
ftg,nguyen3,koza-erc,100,95,59,255,290,455,455,510,510,510,510,510
ftg,nguyen3,koza-erc,100,26,30,30,97,97,97,296,337,537,537,1000000000
ftg,nguyen3,koza-erc,100,30,167,194,224,380,380,380,380,380,962,962
ftg,nguyen3,koza-erc,100,1,21,172,228,228,311,390,429,472,472,1000000000
ftg,nguyen3,koza-erc,100,0,120,143,298,333,687,687,687,687,687,687
ftg,nguyen3,koza-erc,100,41,31,44,145,195,195,362,2104,2753,2753,2753
ftg,nguyen3,koza-erc,100,34,97,168,337,337,378,511,511,511,511,511
ftg,nguyen3,koza-erc,100,18,48,48,83,83,213,315,315,370,581,1000000000
ftg,nguyen3,koza-erc,100,94,117,193,193,223,292,366,485,531,1017,1017
ftg,nguyen3,koza-erc,100,2,47,47,148,335,518,561,561,561,561,561
ftg,nguyen3,koza-erc,100,10,30,76,118,382,465,465,568,568,568,568
ftg,koza3,koza-erc,100,42,3,3,45,176,408,449,1079,1079,1079,1079
ftg,koza3,koza-erc,100,53,3,3,139,251,379,474,528,528,528,528
ftg,koza3,koza-erc,100,54,3,3,61,142,209,272,511,625,625,625
ftg,koza3,koza-erc,100,5,3,3,59,298,382,425,425,474,548,548
ftg,koza3,koza-erc,100,17,3,3,80,148,302,386,386,638,760,760
ftg,koza3,koza-erc,100,74,3,3,96,254,291,372,372,493,493,493
ftg,koza3,koza-erc,100,36,3,3,134,313,386,386,436,831,831,831
ftg,koza3,koza-erc,100,16,3,3,139,192,334,334,371,557,557,557
ftg,koza3,koza-erc,100,49,3,3,101,147,337,498,954,954,954,954
ftg,koza3,koza-erc,100,60,3,3,232,298,372,414,872,872,872,872
ftg,koza3,koza-erc,100,24,3,3,124,268,429,473,473,529,529,529
ftg,koza3,koza-erc,100,80,3,3,61,191,291,460,513,567,567,567
ftg,koza3,koza-erc,100,9,3,3,145,295,461,506,506,506,506,506
ftg,koza3,koza-erc,100,44,3,3,100,293,293,328,456,456,536,536
ftg,koza3,koza-erc,100,91,3,3,94,227,258,335,372,412,879,1000000000
ftg,koza3,koza-erc,100,23,3,3,65,103,245,495,495,1571,1571,1571
ftg,koza3,koza-erc,100,13,3,3,61,146,172,425,559,559,559,559
ftg,koza3,koza-erc,100,31,3,3,59,103,265,463,463,463,1268,1268
ftg,koza3,koza-erc,100,57,3,3,59,59,86,170,403,640,640,640
ftg,koza3,koza-erc,100,71,3,3,96,140,258,395,439,494,494,494
ftg,koza3,koza-erc,100,35,3,3,142,231,265,335,488,544,544,544
ftg,koza3,koza-erc,100,67,3,3,44,195,372,411,538,538,538,538
ftg,koza3,koza-erc,100,11,3,3,115,221,331,519,601,601,601,601
ftg,koza3,koza-erc,100,21,3,3,79,144,264,302,665,1053,1053,1053
ftg,koza3,koza-erc,100,84,3,3,197,379,1391,1391,1485,1485,1485,1485
ftg,koza3,koza-erc,100,83,3,3,43,118,142,353,471,471,565,1000000000
ftg,koza3,koza-erc,100,62,3,3,21,47,277,786,786,786,786,786
ftg,koza3,koza-erc,100,73,3,3,59,101,231,364,364,780,780,780
ftg,koza3,koza-erc,100,28,3,3,118,167,196,295,464,579,579,579
ftg,koza3,koza-erc,100,27,3,3,98,173,173,457,556,601,601,601
ftg,koza3,koza-erc,100,92,3,3,30,102,239,275,309,811,3882,1000000000
ftg,koza3,koza-erc,100,72,3,3,75,75,222,368,417,523,961,1000000000
ftg,koza3,koza-erc,100,64,3,3,31,173,413,511,511,511,511,511
ftg,koza3,koza-erc,100,52,3,3,67,152,180,280,353,353,1011,1011
ftg,koza3,koza-erc,100,7,3,3,98,226,407,494,494,494,569,569
ftg,koza3,koza-erc,100,51,3,3,98,258,368,511,511,511,511,511
ftg,koza3,koza-erc,100,82,3,3,47,125,336,567,1091,1091,1091,1091
ftg,koza3,koza-erc,100,3,3,3,98,167,449,449,561,561,561,561
ftg,koza3,koza-erc,100,39,3,3,97,143,206,310,591,1209,1209,1209
ftg,koza3,koza-erc,100,33,3,3,21,45,101,241,473,2789,2789,1000000000
ftg,koza3,koza-erc,100,38,3,3,121,198,339,462,560,560,560,560
ftg,koza3,koza-erc,100,19,3,3,75,203,233,310,350,976,976,976
ftg,koza3,koza-erc,100,76,3,3,78,98,244,351,443,548,548,548
ftg,koza3,koza-erc,100,79,3,3,68,129,271,482,531,531,1013,1013
ftg,koza3,koza-erc,100,96,3,3,98,170,343,809,809,809,809,809
ftg,koza3,koza-erc,100,75,3,3,45,45,177,205,205,357,1062,1000000000
ftg,koza3,koza-erc,100,93,3,3,144,233,339,513,513,657,657,657
ftg,koza3,koza-erc,100,48,3,3,19,149,389,525,525,525,525,525
ftg,koza3,koza-erc,100,68,3,3,121,257,404,404,494,494,494,494
ftg,koza3,koza-erc,100,70,3,3,132,180,1094,1094,1094,1094,1154,1154
ftg,koza3,koza-erc,100,50,3,3,100,180,272,272,363,561,561,1000000000
ftg,koza3,koza-erc,100,89,3,3,45,177,349,387,387,387,387,1000000000
ftg,koza3,koza-erc,100,8,3,3,59,116,200,480,534,534,534,534
ftg,koza3,koza-erc,100,69,3,3,20,60,215,277,509,1460,1460,1460
ftg,koza3,koza-erc,100,20,3,3,32,119,143,435,526,1004,1004,1004
ftg,koza3,koza-erc,100,85,3,3,61,61,61,97,252,539,27697,27697
ftg,koza3,koza-erc,100,15,3,3,59,96,175,242,695,695,695,695
ftg,koza3,koza-erc,100,59,3,3,30,140,140,311,1139,1139,5150,5150
ftg,koza3,koza-erc,100,40,3,3,118,118,141,344,514,514,588,588
ftg,koza3,koza-erc,100,66,3,3,124,245,350,527,527,527,527,527
ftg,koza3,koza-erc,100,25,3,3,30,234,4097,4097,21387,21387,21387,21387
ftg,koza3,koza-erc,100,97,3,3,32,203,336,336,462,462,523,1000000000
ftg,koza3,koza-erc,100,4,3,3,143,268,428,826,826,1958,4284,1000000000
ftg,koza3,koza-erc,100,88,3,3,94,298,374,416,501,501,501,501
ftg,koza3,koza-erc,100,43,3,3,51,66,151,211,392,616,616,616
ftg,koza3,koza-erc,100,55,3,3,60,124,338,564,564,564,564,564
ftg,koza3,koza-erc,100,99,3,3,145,340,419,419,419,683,683,683
ftg,koza3,koza-erc,100,81,3,3,147,201,201,378,469,536,536,536
ftg,koza3,koza-erc,100,29,3,3,35,126,239,272,308,486,486,486
ftg,koza3,koza-erc,100,77,3,3,118,142,203,478,478,642,642,642
ftg,koza3,koza-erc,100,98,3,3,78,194,375,414,546,546,900,900
ftg,koza3,koza-erc,100,65,3,3,79,173,301,420,502,593,717,717
ftg,koza3,koza-erc,100,78,3,3,127,179,274,363,728,728,728,728
ftg,koza3,koza-erc,100,37,3,3,119,146,146,297,660,660,660,660
ftg,koza3,koza-erc,100,90,3,3,47,196,488,1848,2219,2219,2219,2219
ftg,koza3,koza-erc,100,12,3,3,31,31,116,481,665,750,750,750
ftg,koza3,koza-erc,100,45,3,3,100,150,264,389,561,561,561,561
ftg,koza3,koza-erc,100,56,3,3,64,81,100,301,501,558,558,558
ftg,koza3,koza-erc,100,14,3,3,124,228,328,852,5338,5338,5338,5338
ftg,koza3,koza-erc,100,47,3,3,98,119,196,357,449,565,565,565
ftg,koza3,koza-erc,100,86,3,3,60,172,236,355,434,533,617,617
ftg,koza3,koza-erc,100,22,3,3,100,148,304,384,384,809,4325,4325
ftg,koza3,koza-erc,100,58,3,3,97,97,120,362,441,486,486,1000000000
ftg,koza3,koza-erc,100,87,3,3,97,142,381,462,517,517,627,627
ftg,koza3,koza-erc,100,61,3,3,83,242,419,464,464,581,581,581
ftg,koza3,koza-erc,100,46,3,3,260,260,301,460,460,460,460,1000000000
ftg,koza3,koza-erc,100,32,3,3,102,231,370,424,501,501,501,1000000000
ftg,koza3,koza-erc,100,6,3,3,227,259,259,426,426,1566,1566,1566
ftg,koza3,koza-erc,100,63,3,3,59,124,389,431,515,769,769,769
ftg,koza3,koza-erc,100,95,3,3,222,255,373,523,523,523,523,523
ftg,koza3,koza-erc,100,26,3,3,30,171,296,422,537,2506,2506,2506
ftg,koza3,koza-erc,100,30,3,3,79,98,268,422,422,422,515,515
ftg,koza3,koza-erc,100,1,3,3,80,147,237,346,467,508,1630,1630
ftg,koza3,koza-erc,100,0,3,3,120,310,382,528,528,528,528,528
ftg,koza3,koza-erc,100,41,3,3,98,197,197,224,9044,9044,9044,9044
ftg,koza3,koza-erc,100,34,3,3,97,142,342,426,468,511,511,511
ftg,koza3,koza-erc,100,18,3,3,67,210,240,271,509,509,807,807
ftg,koza3,koza-erc,100,94,3,3,117,193,223,326,363,426,780,1000000000
ftg,koza3,koza-erc,100,2,3,3,100,232,372,534,534,742,742,742
ftg,koza3,koza-erc,100,10,3,3,118,167,346,520,571,571,571,571
